CustomerID,TotalPurchaseAmount,AvgOrderValue,TotalTransactions,NumberOfOrders,Recency,Tenure,Frequency,AvgDaysBetweenOrders,MonetaryValue
12381.0,1845.31,21.21045977011494,87,5,4,116,0.04310344827586207,23.2,1845.31
12383.0,1850.56,18.69252525252525,99,5,184,168,0.02976190476190476,33.6,1850.56
12384.0,585.27,21.676666666666666,27,2,28,93,0.021505376344086023,46.5,585.27
12385.0,1938.4,29.821538461538463,65,1,378,1,1.0,1.0,1938.4
12386.0,660.8,36.71111111111111,18,2,337,30,0.06666666666666667,15.0,660.8
12387.0,143.94,15.993333333333332,9,1,414,1,1.0,1.0,143.94
12388.0,3901.11,26.719931506849317,146,8,15,567,0.014109347442680775,70.875,3901.11
12389.0,1433.33,29.251632653061222,49,3,402,254,0.011811023622047244,84.66666666666667,1433.33
12390.0,549.84,17.1825,32,1,79,1,1.0,1.0,549.84
12391.0,2773.42,9.86982206405694,281,6,21,642,0.009345794392523364,107.0,2773.42
12392.0,234.75000000000003,33.53571428571429,7,1,590,1,1.0,1.0,234.75000000000003
12393.0,2399.4500000000003,22.42476635514019,107,6,71,357,0.01680672268907563,59.5,2399.4500000000003
12394.0,1272.48,47.12888888888889,27,2,63,154,0.012987012987012988,77.0,1272.48
12395.0,5067.27,19.94988188976378,254,15,18,584,0.025684931506849314,38.93333333333333,5067.27
12396.0,931.43,14.329692307692307,65,1,673,1,1.0,1.0,931.43
12397.0,2409.9,19.126190476190477,126,2,35,100,0.02,50.0,2409.9
12398.0,1635.6599999999999,19.24305882352941,85,1,45,1,1.0,1.0,1635.6599999999999
12399.0,1962.3,17.83909090909091,110,7,118,526,0.013307984790874524,75.14285714285714,1962.3
12400.0,205.25,18.65909090909091,11,1,413,1,1.0,1.0,205.25
12401.0,84.3,16.86,5,1,302,1,1.0,1.0,84.3
12402.0,1256.9,17.955714285714286,70,6,322,348,0.017241379310344827,58.0,1256.9
12403.0,1019.36,113.26222222222222,9,2,49,472,0.00423728813559322,236.0,1019.36
12404.0,63.24,63.24,1,1,681,1,1.0,1.0,63.24
12405.0,1710.39,31.67388888888889,54,1,148,1,1.0,1.0,1710.39
12406.0,6390.36,38.49614457831325,166,5,21,676,0.0073964497041420114,135.2,6390.36
12407.0,1708.1200000000001,22.183376623376624,77,5,49,215,0.023255813953488372,43.0,1708.1200000000001
12408.0,4340.7699999999995,27.300440251572326,159,8,32,466,0.017167381974248927,58.25,4340.7699999999995
12409.0,23419.29,88.70943181818183,264,7,78,487,0.014373716632443531,69.57142857142857,23419.29
12410.0,1013.71,25.342750000000002,40,3,308,194,0.015463917525773196,64.66666666666667,1013.71
12411.0,346.9,15.768181818181818,22,1,409,1,1.0,1.0,346.9
12412.0,2596.93,20.448267716535433,127,6,74,465,0.012903225806451613,77.5,2596.93
12413.0,999.45,19.597058823529412,51,4,66,336,0.011904761904761904,84.0,999.45
12414.0,952.41,34.01464285714285,28,6,216,247,0.024291497975708502,41.166666666666664,952.41
12415.0,144458.37,156.00255939524837,926,28,23,504,0.05555555555555555,18.0,144458.37
12416.0,202.56,18.414545454545454,11,1,656,1,1.0,1.0,202.56
12417.0,6816.91,18.42408108108108,370,20,2,731,0.027359781121751026,36.55,6816.91
12418.0,2021.2,19.815686274509805,102,4,112,518,0.007722007722007722,129.5,2021.2
12419.0,503.01,20.1204,25,2,385,28,0.07142857142857142,14.0,503.01
12420.0,600.39,20.70310344827586,29,1,63,1,1.0,1.0,600.39
12421.0,1098.6,16.90153846153846,65,6,15,490,0.012244897959183673,81.66666666666667,1098.6
12422.0,5231.8,30.417441860465118,172,17,95,626,0.027156549520766772,36.8235294117647,5231.8
12423.0,2622.39,15.893272727272727,165,10,0,466,0.02145922746781116,46.6,2622.39
12424.0,3340.03,36.30467391304348,92,4,162,386,0.010362694300518135,96.5,3340.03
12425.0,1741.41,19.136373626373626,91,2,77,371,0.005390835579514825,185.5,1741.41
12426.0,1345.21,17.470259740259742,77,2,194,469,0.0042643923240938165,234.5,1345.21
12427.0,1129.3,27.54390243902439,41,3,21,350,0.008571428571428572,116.66666666666667,1129.3
12428.0,7956.46,27.062789115646257,294,9,25,258,0.03488372093023256,28.666666666666668,7956.46
12429.0,7485.91,43.27115606936416,173,8,8,538,0.01486988847583643,67.25,7485.91
12430.0,256.4,23.30909090909091,11,1,42,1,1.0,1.0,256.4
12431.0,10857.97,26.8098024691358,405,27,35,659,0.0409711684370258,24.40740740740741,10857.97
12432.0,5059.32,46.845555555555556,108,5,42,130,0.038461538461538464,26.0,5059.32
12433.0,20581.26,29.151926345609063,706,10,0,477,0.020964360587002098,47.7,20581.26
12434.0,1103.43,15.763285714285715,70,3,84,297,0.010101010101010102,99.0,1103.43
12435.0,13925.93,124.33866071428572,112,6,79,658,0.00911854103343465,109.66666666666667,13925.93
12436.0,509.01,31.813125,16,1,99,1,1.0,1.0,509.01
12437.0,12683.4,22.52824156305506,563,39,1,736,0.05298913043478261,18.871794871794872,12683.4
12438.0,2906.85,29.66173469387755,98,2,13,126,0.015873015873015872,63.0,2906.85
12439.0,1158.18,16.085833333333333,72,2,682,44,0.045454545454545456,22.0,1158.18
12440.0,859.2,26.85,32,2,461,256,0.0078125,128.0,859.2
12441.0,347.1,15.77727272727273,22,1,366,1,1.0,1.0,347.1
12442.0,172.06,14.338333333333333,12,1,2,1,1.0,1.0,172.06
12443.0,485.31,23.11,21,1,731,1,1.0,1.0,485.31
12444.0,5005.46,28.440113636363638,176,5,20,150,0.03333333333333333,30.0,5005.46
12445.0,434.98,18.124166666666667,24,2,21,399,0.005012531328320802,199.5,434.98
12446.0,1002.3100000000001,17.584385964912283,57,1,57,1,1.0,1.0,1002.3100000000001
12447.0,476.49,18.326538461538462,26,1,242,1,1.0,1.0,476.49
12448.0,449.45,20.429545454545455,22,1,43,1,1.0,1.0,449.45
12449.0,4835.89,24.05915422885572,201,6,21,417,0.014388489208633094,69.5,4835.89
12450.0,688.2,18.6,37,5,155,319,0.01567398119122257,63.8,688.2
12451.0,12669.88,24.794285714285714,511,8,10,519,0.015414258188824663,64.875,12669.88
12452.0,430.57,19.571363636363635,22,2,16,1,2.0,0.5,430.57
12453.0,707.09,16.443953488372095,43,1,133,1,1.0,1.0,707.09
12454.0,16679.78,416.99449999999996,40,5,55,365,0.0136986301369863,73.0,16679.78
12455.0,5879.95,25.902863436123347,227,10,72,649,0.015408320493066256,64.9,5879.95
12456.0,3181.04,25.44832,125,3,43,211,0.014218009478672985,70.33333333333333,3181.04
12457.0,2995.91,35.665595238095236,84,8,65,369,0.02168021680216802,46.125,2995.91
12458.0,1777.49,21.160595238095237,84,4,70,417,0.009592326139088728,104.25,1777.49
12459.0,454.36,19.754782608695653,23,1,604,1,1.0,1.0,454.36
12460.0,326.65,18.147222222222222,18,1,455,1,1.0,1.0,326.65
12461.0,826.88,23.62514285714286,35,2,93,61,0.03278688524590164,30.5,826.88
12462.0,1189.59,19.186935483870965,62,2,18,285,0.007017543859649123,142.5,1189.59
12463.0,1344.78,16.202168674698793,83,4,52,189,0.021164021164021163,47.25,1344.78
12464.0,1212.05,41.79482758620689,29,8,9,300,0.02666666666666667,37.5,1212.05
12465.0,742.1899999999999,15.79127659574468,47,2,16,153,0.013071895424836602,76.5,742.1899999999999
12466.0,56.73,56.73,1,1,681,1,1.0,1.0,56.73
12467.0,132.8,14.755555555555556,9,1,422,1,1.0,1.0,132.8
12468.0,3670.74,24.4716,150,5,187,496,0.010080645161290322,99.2,3670.74
12469.0,3070.54,40.40184210526316,76,2,522,15,0.13333333333333333,7.5,3070.54
12470.0,211.95,9.215217391304348,23,1,689,1,1.0,1.0,211.95
12471.0,39963.79,35.148452066842566,1137,79,1,731,0.10807113543091655,9.253164556962025,39963.79
12472.0,17880.59,19.62743139407245,911,19,31,694,0.027377521613832854,36.526315789473685,17880.59
12473.0,3938.5499999999997,23.443749999999998,168,5,28,163,0.03067484662576687,32.6,3938.5499999999997
12474.0,12424.45,17.499225352112678,710,31,16,650,0.047692307692307694,20.967741935483872,12424.45
12475.0,1149.64,18.846557377049184,61,2,53,357,0.0056022408963585435,178.5,1149.64
12476.0,14115.41,27.35544573643411,516,23,15,487,0.04722792607802875,21.17391304347826,14115.41
12477.0,20276.37,35.95101063829787,564,9,22,601,0.014975041597337771,66.77777777777777,20276.37
12478.0,680.99,18.91638888888889,36,1,3,1,1.0,1.0,680.99
12479.0,527.2,17.006451612903227,31,1,10,1,1.0,1.0,527.2
12480.0,5464.85,22.58202479338843,242,7,27,480,0.014583333333333334,68.57142857142857,5464.85
12481.0,12361.39,31.61480818414322,391,15,22,585,0.02564102564102564,39.0,12361.39
12482.0,23691.4,116.1343137254902,204,29,575,78,0.3717948717948718,2.689655172413793,23691.4
12483.0,5120.58,36.83870503597122,139,19,16,661,0.028744326777609682,34.78947368421053,5120.58
12484.0,6370.15,13.410842105263157,475,12,32,649,0.01848998459167951,54.083333333333336,6370.15
12485.0,708.1,20.826470588235296,34,1,528,1,1.0,1.0,708.1
12486.0,1037.28,21.168979591836734,49,1,431,1,1.0,1.0,1037.28
12487.0,285.29999999999995,142.64999999999998,2,1,730,1,1.0,1.0,285.29999999999995
12488.0,1298.66,23.612000000000002,55,3,9,66,0.045454545454545456,22.0,1298.66
12489.0,334.93,22.328666666666667,15,1,335,1,1.0,1.0,334.93
12490.0,9823.64,21.26329004329004,462,21,4,734,0.02861035422343324,34.95238095238095,9823.64
12491.0,460.40000000000003,17.70769230769231,26,1,38,1,1.0,1.0,460.40000000000003
12492.0,715.21,17.028809523809525,42,3,62,341,0.008797653958944282,113.66666666666667,715.21
12493.0,433.74,19.715454545454545,22,2,165,32,0.0625,16.0,433.74
12494.0,1872.8700000000001,16.872702702702703,111,9,15,561,0.016042780748663103,62.333333333333336,1872.8700000000001
12495.0,357.4,21.023529411764706,17,1,640,1,1.0,1.0,357.4
12496.0,54.09,4.160769230769231,13,2,619,1,2.0,0.5,54.09
12497.0,6248.5,109.62280701754386,57,3,81,564,0.005319148936170213,188.0,6248.5
12498.0,403.70000000000005,17.55217391304348,23,3,20,37,0.08108108108108109,12.333333333333334,403.70000000000005
12499.0,393.72,14.582222222222223,27,1,559,1,1.0,1.0,393.72
12500.0,5955.21,40.7891095890411,146,19,22,651,0.029185867895545316,34.26315789473684,5955.21
12501.0,2169.39,14.559664429530201,149,1,336,1,1.0,1.0,2169.39
12502.0,3723.87,25.332448979591835,147,5,95,215,0.023255813953488372,43.0,3723.87
12503.0,1126.0,563.0,2,1,583,1,1.0,1.0,1126.0
12504.0,779.05,38.9525,20,4,17,579,0.0069084628670120895,144.75,779.05
12505.0,955.2,22.742857142857144,42,1,408,1,1.0,1.0,955.2
12506.0,73.5,3.1956521739130435,23,1,232,1,1.0,1.0,73.5
12507.0,1844.06,37.633877551020404,49,4,133,451,0.008869179600886918,112.75,1844.06
12508.0,398.27,5.772028985507246,69,2,25,3,0.6666666666666666,1.5,398.27
12509.0,176.5,25.214285714285715,7,1,283,1,1.0,1.0,176.5
12510.0,5178.02,35.71048275862069,145,9,142,593,0.01517706576728499,65.88888888888889,5178.02
12511.0,3084.02,16.231684210526314,190,1,428,1,1.0,1.0,3084.02
12512.0,138.03,4.059705882352941,34,2,65,1,2.0,0.5,138.03
12513.0,612.29,17.494,35,1,112,1,1.0,1.0,612.29
12514.0,1597.76,19.02095238095238,84,2,266,375,0.005333333333333333,187.5,1597.76
12515.0,383.7,23.98125,16,1,352,1,1.0,1.0,383.7
12516.0,2648.62,35.792162162162164,74,4,77,522,0.007662835249042145,130.5,2648.62
12517.0,2502.84,8.812816901408452,284,5,27,162,0.030864197530864196,32.4,2502.84
12518.0,2056.89,16.58782258064516,124,5,0,110,0.045454545454545456,22.0,2056.89
12519.0,726.54,18.1635,40,2,63,414,0.004830917874396135,207.0,726.54
12520.0,2634.26,17.330657894736845,152,5,78,195,0.02564102564102564,39.0,2634.26
12521.0,599.68,15.781052631578946,38,1,142,1,1.0,1.0,599.68
12522.0,192.72,16.06,12,2,38,13,0.15384615384615385,6.5,192.72
12523.0,4372.15,17.488599999999998,250,23,18,713,0.03225806451612903,31.0,4372.15
12524.0,11126.11,46.35879166666667,240,17,8,661,0.025718608169440244,38.88235294117647,11126.11
12525.0,973.73,16.228833333333334,60,3,497,150,0.02,50.0,973.73
12526.0,1316.66,18.54450704225352,71,3,0,94,0.031914893617021274,31.333333333333332,1316.66
12527.0,735.51,22.9846875,32,5,81,448,0.011160714285714286,89.6,735.51
12528.0,1933.48,21.01608695652174,92,6,8,304,0.019736842105263157,50.666666666666664,1933.48
12529.0,316.48,15.07047619047619,21,1,527,1,1.0,1.0,316.48
12530.0,3759.26,23.792784810126584,158,9,59,583,0.015437392795883362,64.77777777777777,3759.26
12531.0,1933.2,15.222047244094489,127,2,14,672,0.002976190476190476,336.0,1933.2
12532.0,349.83000000000004,21.864375000000003,16,1,29,1,1.0,1.0,349.83000000000004
12533.0,1367.89,18.998472222222222,72,2,627,111,0.018018018018018018,55.5,1367.89
12534.0,1089.18,17.28857142857143,63,1,130,1,1.0,1.0,1089.18
12535.0,716.35,21.069117647058825,34,2,91,95,0.021052631578947368,47.5,716.35
12536.0,12601.830000000002,48.282873563218395,261,3,42,16,0.1875,5.333333333333333,12601.830000000002
12537.0,732.94,17.04511627906977,43,1,408,1,1.0,1.0,732.94
12538.0,640.45,18.836764705882356,34,2,28,350,0.005714285714285714,175.0,640.45
12539.0,11214.75,22.251488095238095,504,7,21,695,0.010071942446043165,99.28571428571429,11214.75
12540.0,22254.49,28.864448767833984,771,33,19,713,0.04628330995792426,21.606060606060606,22254.49
12541.0,981.18,18.868846153846153,52,3,29,252,0.011904761904761904,84.0,981.18
12542.0,481.88,12.355897435897436,39,2,483,157,0.012738853503184714,78.5,481.88
12543.0,980.25,22.796511627906977,43,1,447,1,1.0,1.0,980.25
12544.0,372.7,19.61578947368421,19,1,35,1,1.0,1.0,372.7
12545.0,1000.39,20.0078,50,2,74,185,0.010810810810810811,92.5,1000.39
12546.0,1161.5,16.833333333333332,69,2,46,32,0.0625,16.0,1161.5
12547.0,383.58,18.265714285714285,21,3,197,303,0.009900990099009901,101.0,383.58
12548.0,95.19999999999999,19.04,5,1,165,1,1.0,1.0,95.19999999999999
12549.0,1575.68,32.15673469387755,49,6,575,122,0.04918032786885246,20.333333333333332,1575.68
12550.0,964.83,16.92684210526316,57,1,78,1,1.0,1.0,964.83
12551.0,168.0,16.8,10,1,357,1,1.0,1.0,168.0
12552.0,437.82,21.891,20,2,38,1,2.0,0.5,437.82
12553.0,4608.75,19.36449579831933,238,12,7,416,0.028846153846153848,34.666666666666664,4608.75
12554.0,468.5,18.01923076923077,26,1,448,1,1.0,1.0,468.5
12555.0,129.23,129.23,1,1,681,1,1.0,1.0,129.23
12556.0,603.71,4.989338842975207,121,2,49,101,0.019801980198019802,50.5,603.71
12557.0,18716.14,322.69206896551725,58,8,15,707,0.011315417256011316,88.375,18716.14
12558.0,269.96,24.54181818181818,11,1,7,1,1.0,1.0,269.96
12559.0,561.71,26.74809523809524,21,2,310,9,0.2222222222222222,4.5,561.71
12560.0,2134.01,20.323904761904764,105,3,4,138,0.021739130434782608,46.0,2134.01
12561.0,238.85,14.928125,16,1,302,1,1.0,1.0,238.85
12562.0,4966.92,23.99478260869565,207,9,7,428,0.02102803738317757,47.55555555555556,4966.92
12563.0,249.24,19.172307692307694,13,1,408,1,1.0,1.0,249.24
12564.0,456.9,21.757142857142856,21,1,260,1,1.0,1.0,456.9
12565.0,145.92,16.21333333333333,9,1,288,1,1.0,1.0,145.92
12566.0,351.65,18.507894736842104,19,1,85,1,1.0,1.0,351.65
12567.0,13709.86,21.455179968701096,639,15,22,645,0.023255813953488372,43.0,13709.86
12568.0,70.0,14.0,5,1,644,1,1.0,1.0,70.0
12569.0,4124.69,21.939840425531912,188,32,1,251,0.12749003984063745,7.84375,4124.69
12570.0,77.52,77.52,1,1,681,1,1.0,1.0,77.52
12571.0,519.61,15.28264705882353,34,2,39,82,0.024390243902439025,41.0,519.61
12572.0,1020.42,17.006999999999998,60,2,8,44,0.045454545454545456,22.0,1020.42
12573.0,717.41,6.028655462184874,119,5,226,238,0.02100840336134454,47.6,717.41
12574.0,218.45,19.85909090909091,11,1,315,1,1.0,1.0,218.45
12575.0,622.8199999999999,16.389999999999997,38,2,456,70,0.02857142857142857,35.0,622.8199999999999
12576.0,2142.72,15.08957746478873,142,8,35,491,0.016293279022403257,61.375,2142.72
12577.0,1653.75,5.4759933774834435,302,8,34,701,0.011412268188302425,87.625,1653.75
12578.0,4642.45,26.99098837209302,172,4,20,423,0.009456264775413711,105.75,4642.45
12579.0,440.42,15.18689655172414,29,1,77,1,1.0,1.0,440.42
12580.0,1052.9,18.153448275862072,58,2,246,330,0.006060606060606061,165.0,1052.9
12581.0,197.71,13.180666666666667,15,1,39,1,1.0,1.0,197.71
12582.0,1980.4,19.22718446601942,103,4,238,339,0.011799410029498525,84.75,1980.4
12583.0,14447.44,31.003090128755368,466,27,2,731,0.036935704514363885,27.074074074074073,14447.44
12584.0,2338.15,24.355729166666666,96,9,3,277,0.032490974729241874,30.77777777777778,2338.15
12585.0,2040.1,23.44942528735632,87,2,233,118,0.01694915254237288,59.0,2040.1
12586.0,2062.67,21.943297872340427,94,4,16,707,0.005657708628005658,176.75,2062.67
12587.0,144.0,36.0,4,1,7,1,1.0,1.0,144.0
12588.0,958.78,20.84304347826087,46,4,38,559,0.007155635062611807,139.75,958.78
12589.0,4695.66,26.087,180,8,28,661,0.012102874432677761,82.625,4695.66
12590.0,9864.26,145.06264705882353,68,2,210,1,2.0,0.5,9864.26
12591.0,1352.15,19.596376811594205,69,3,316,92,0.03260869565217391,30.666666666666668,1352.15
12592.0,2582.66,31.88469135802469,81,5,91,428,0.011682242990654205,85.6,2582.66
12593.0,418.09999999999997,19.909523809523808,21,3,108,111,0.02702702702702703,37.0,418.09999999999997
12594.0,5090.110000000001,25.57844221105528,199,15,37,609,0.024630541871921183,40.6,5090.110000000001
12595.0,299.02,15.737894736842104,19,1,504,1,1.0,1.0,299.02
12596.0,618.27,22.898888888888887,27,2,50,191,0.010471204188481676,95.5,618.27
12597.0,3811.22,18.50106796116505,206,4,18,249,0.01606425702811245,62.25,3811.22
12598.0,4534.09,22.01014563106796,206,11,9,640,0.0171875,58.18181818181818,4534.09
12599.0,2296.72,17.268571428571427,133,13,28,549,0.023679417122040074,42.23076923076923,2296.72
12600.0,5043.92,38.21151515151515,132,21,28,704,0.029829545454545456,33.523809523809526,5043.92
12601.0,681.26,20.03705882352941,34,6,189,215,0.027906976744186046,35.833333333333336,681.26
12602.0,153.12,12.76,12,1,58,1,1.0,1.0,153.12
12603.0,739.1999999999999,369.59999999999997,2,1,21,1,1.0,1.0,739.1999999999999
12604.0,254.18,15.88625,16,2,78,183,0.01092896174863388,91.5,254.18
12605.0,1232.95,16.223026315789475,76,4,375,82,0.04878048780487805,20.5,1232.95
12606.0,21.0,21.0,1,1,681,1,1.0,1.0,21.0
12607.0,1579.51,15.63871287128713,101,1,59,1,1.0,1.0,1579.51
12608.0,415.79,25.986875,16,1,404,1,1.0,1.0,415.79
12609.0,3435.86,19.633485714285715,175,9,77,642,0.014018691588785047,71.33333333333333,3435.86
12610.0,2099.54,19.80698113207547,106,5,22,104,0.04807692307692308,20.8,2099.54
12611.0,1193.32,18.35876923076923,65,1,51,1,1.0,1.0,1193.32
12612.0,704.0400000000001,37.054736842105264,19,1,73,1,1.0,1.0,704.0400000000001
12613.0,6835.07,20.90235474006116,327,10,56,669,0.014947683109118086,66.9,6835.07
12614.0,315.6,15.780000000000001,20,1,277,1,1.0,1.0,315.6
12615.0,5740.98,21.262888888888888,270,8,1,630,0.012698412698412698,78.75,5740.98
12616.0,1131.1,20.946296296296296,54,3,94,294,0.01020408163265306,98.0,1131.1
12617.0,355.53,8.465,42,1,28,1,1.0,1.0,355.53
12618.0,177.31,16.11909090909091,11,1,21,1,1.0,1.0,177.31
12619.0,3781.38,37.8138,100,10,15,545,0.01834862385321101,54.5,3781.38
12620.0,1339.41,14.558804347826088,92,3,14,190,0.015789473684210527,63.333333333333336,1339.41
12621.0,24775.81,32.176376623376626,770,35,1,667,0.05247376311844078,19.057142857142857,24775.81
12622.0,180.1,16.37272727272727,11,1,231,1,1.0,1.0,180.1
12623.0,3747.84,21.663815028901734,173,7,275,421,0.0166270783847981,60.142857142857146,3747.84
12624.0,641.13,16.87184210526316,38,2,105,72,0.027777777777777776,36.0,641.13
12625.0,5164.88,28.22338797814208,183,4,211,385,0.01038961038961039,96.25,5164.88
12626.0,6620.48,22.51863945578231,294,9,22,304,0.029605263157894735,33.77777777777778,6620.48
12627.0,4478.53,19.47186956521739,230,7,10,130,0.05384615384615385,18.571428571428573,4478.53
12628.0,786.46,19.181951219512197,41,3,3,61,0.04918032786885246,20.333333333333332,786.46
12629.0,1558.22,34.62711111111111,45,2,385,38,0.05263157894736842,19.0,1558.22
12630.0,1270.88,19.8575,64,2,9,35,0.05714285714285714,17.5,1270.88
12631.0,3481.57,19.024972677595628,183,6,56,636,0.009433962264150943,106.0,3481.57
12632.0,804.88,22.99657142857143,35,2,520,45,0.044444444444444446,22.5,804.88
12633.0,5678.16,18.556078431372548,306,7,58,467,0.014989293361884369,66.71428571428571,5678.16
12634.0,490.0,24.5,20,2,535,13,0.15384615384615385,6.5,490.0
12635.0,2930.41,16.37100558659218,179,4,89,368,0.010869565217391304,92.0,2930.41
12636.0,141.0,141.0,1,1,738,1,1.0,1.0,141.0
12637.0,8340.31,13.134346456692912,635,12,66,477,0.025157232704402517,39.75,8340.31
12638.0,921.49,19.197708333333335,48,2,32,607,0.0032948929159802307,303.5,921.49
12639.0,1312.37,20.50578125,64,3,238,390,0.007692307692307693,130.0,1312.37
12640.0,1174.58,22.16188679245283,53,3,23,58,0.05172413793103448,19.333333333333332,1174.58
12641.0,185.9,18.59,10,1,114,1,1.0,1.0,185.9
12642.0,1013.26,21.558723404255318,47,3,24,83,0.03614457831325301,27.666666666666668,1013.26
12643.0,8350.42,160.585,52,12,127,483,0.024844720496894408,40.25,8350.42
12644.0,1918.49,17.283693693693692,111,4,129,565,0.007079646017699115,141.25,1918.49
12645.0,3539.3,22.120625,160,8,33,636,0.012578616352201259,79.5,3539.3
12646.0,1346.97,29.932666666666666,45,2,4,45,0.044444444444444446,22.5,1346.97
12647.0,17924.35,32.58972727272727,550,36,21,673,0.05349182763744428,18.694444444444443,17924.35
12648.0,1112.0,17.107692307692307,65,4,154,547,0.007312614259597806,136.75,1112.0
12649.0,2294.65,19.446186440677966,118,8,106,589,0.013582342954159592,73.625,2294.65
12650.0,314.44,15.722,20,1,2,1,1.0,1.0,314.44
12651.0,377.75,12.591666666666667,30,4,334,131,0.030534351145038167,32.75,377.75
12652.0,1017.03,19.941764705882353,51,2,330,103,0.019417475728155338,51.5,1017.03
12653.0,4160.83,48.38174418604651,86,3,148,379,0.0079155672823219,126.33333333333333,4160.83
12654.0,601.98,15.841578947368422,38,5,10,285,0.017543859649122806,57.0,601.98
12655.0,261.35,16.334375,16,1,423,1,1.0,1.0,261.35
12656.0,6407.83,25.942631578947367,247,8,16,546,0.014652014652014652,68.25,6407.83
12657.0,1643.18,34.961276595744685,47,4,10,68,0.058823529411764705,17.0,1643.18
12658.0,686.05,19.056944444444444,36,1,18,1,1.0,1.0,686.05
12659.0,91.68,18.336000000000002,5,1,29,1,1.0,1.0,91.68
12660.0,245.1,18.853846153846153,13,1,10,1,1.0,1.0,245.1
12661.0,162.0,14.727272727272727,11,1,435,1,1.0,1.0,162.0
12662.0,6988.02,17.21187192118227,406,20,0,618,0.032362459546925564,30.9,6988.02
12663.0,239.4,23.94,10,2,624,44,0.045454545454545456,22.0,239.4
12664.0,6070.04,134.88977777777777,45,11,7,719,0.015299026425591099,65.36363636363636,6070.04
12665.0,313.6,18.447058823529414,17,3,324,345,0.008695652173913044,115.0,313.6
12666.0,1248.42,40.27161290322581,31,1,393,1,1.0,1.0,1248.42
12667.0,620.13,18.791818181818183,33,1,57,1,1.0,1.0,620.13
12668.0,11444.68,21.233172541743972,539,10,11,666,0.015015015015015015,66.6,11444.68
12669.0,2744.0299999999997,27.168613861386135,101,3,150,106,0.02830188679245283,35.333333333333336,2744.0299999999997
12670.0,3760.29,32.698173913043476,115,7,9,657,0.0106544901065449,93.85714285714286,3760.29
12671.0,2622.481,58.27735555555556,45,1,605,1,1.0,1.0,2622.481
12672.0,437.05,19.865909090909092,22,2,329,266,0.007518796992481203,133.0,437.05
