CustomerID,TotalPurchaseAmount,AvgOrderValue,TotalTransactions,NumberOfOrders,Recency,Tenure,Frequency,AvgDaysBetweenOrders,MonetaryValue,RecencyAdjusted,CLV
12370.0,4320.31,21.387673267326736,202,7,50,618,0.0113268608414239,88.28571428571429,4320.31,50,1850.4614910891091
12371.0,4067.38,24.35556886227545,167,5,44,601,0.0083194675540765,120.2,4067.38,44,1663.374646162221
12372.0,1298.04,24.962307692307693,52,3,71,225,0.0133333333333333,75.0,1298.04,71,237.31771397616473
12373.0,1127.65,22.11078431372549,51,3,310,363,0.0082644628099173,121.0,1127.65,310,77.67304554079695
12374.0,2989.2200000000003,36.01469879518073,83,4,24,564,0.0070921985815602,141.0,2989.2200000000003,24,3385.381686746988
12375.0,457.5,26.91176470588235,17,2,10,88,0.0227272727272727,44.0,457.5,10,473.64705882352945
12376.0,503.15,38.70384615384615,13,2,389,29,0.0689655172413793,14.5,503.15,389,5.770753411113308
12377.0,3426.32,22.54157894736842,152,4,314,275,0.0145454545454545,68.75,3426.32,314,78.96731478377473
12378.0,5416.32,17.994418604651162,301,2,129,433,0.0046189376443418,216.5,5416.32,129,120.79974040021634
12379.0,1620.22,20.00271604938272,81,4,81,453,0.0088300220750551,113.25,1620.22,81,447.46816643804306
12380.0,9676.3,34.93249097472925,277,11,21,641,0.0171606864274571,58.27272727272727,9676.3,21,11728.999707753139
12381.0,1845.31,21.21045977011494,87,5,4,116,0.043103448275862,23.2,1845.31,4,3075.5166666666664
12383.0,1850.56,18.69252525252525,99,5,184,168,0.0297619047619047,33.6,1850.56,184,85.33544137022398
12384.0,585.27,21.676666666666662,27,2,28,93,0.021505376344086,46.5,585.27,28,143.99499999999998
12385.0,1938.4,29.821538461538463,65,1,378,1,1.0,1.0,1938.4,378,0.07889295889295889
12386.0,660.8,36.71111111111111,18,2,337,30,0.0666666666666666,15.0,660.8,337,6.536102868447082
12387.0,143.94,15.993333333333332,9,1,414,1,1.0,1.0,143.94,414,0.03863123993558776
12388.0,3901.11,26.71993150684932,146,8,15,567,0.0141093474426807,70.875,3901.11,15,8080.107287671234
12389.0,1433.33,29.251632653061225,49,3,402,254,0.0118110236220472,84.66666666666667,1433.33,402,55.44712458117576
12390.0,549.84,17.1825,32,1,79,1,1.0,1.0,549.84,79,0.2175
12391.0,2773.42,9.86982206405694,281,6,21,642,0.0093457943925233,107.0,2773.42,21,1810.4073614641588
12392.0,234.75000000000003,33.53571428571429,7,1,590,1,1.0,1.0,234.75000000000003,590,0.05684019370460049
12393.0,2399.4500000000003,22.42476635514019,107,6,71,357,0.0168067226890756,59.5,2399.4500000000003,71,676.533092010004
12394.0,1272.48,47.12888888888889,27,2,63,154,0.0129870129870129,77.0,1272.48,63,230.4079012345679
12395.0,5067.27,19.94988188976378,254,15,18,584,0.0256849315068493,38.93333333333333,5067.27,18,9708.942519685039
12396.0,931.43,14.329692307692309,65,1,673,1,1.0,1.0,931.43,673,0.02129226197279689
12397.0,2409.9,19.12619047619048,126,2,35,100,0.02,50.0,2409.9,35,109.29251700680274
12398.0,1635.66,19.24305882352941,85,1,45,1,1.0,1.0,1635.66,45,0.4276235294117647
12399.0,1962.3,17.83909090909091,110,7,118,526,0.0133079847908745,75.14285714285714,1962.3,118,556.6401078582434
12400.0,205.25,18.65909090909091,11,1,413,1,1.0,1.0,205.25,413,0.04517939687431213
12401.0,84.3,16.86,5,1,302,1,1.0,1.0,84.3,302,0.05582781456953642
12402.0,1256.9,17.955714285714286,70,6,322,348,0.0172413793103448,58.0,1256.9,322,116.4333274179237
12403.0,1019.36,113.26222222222222,9,2,49,472,0.0042372881355932,236.0,1019.36,49,2182.0313832199545
12404.0,63.24,63.24,1,1,681,1,1.0,1.0,63.24,681,0.09286343612334802
12405.0,1710.39,31.67388888888889,54,1,148,1,1.0,1.0,1710.39,148,0.21401276276276276
12406.0,6390.36,38.49614457831325,166,5,21,676,0.007396449704142,135.2,6390.36,21,6196.046127366609
12407.0,1708.12,22.183376623376624,77,5,49,215,0.0232558139534883,43.0,1708.12,49,486.6761197985688
12408.0,4340.77,27.30044025157233,159,8,32,466,0.0171673819742489,58.25,4340.77,32,3180.501289308176
12409.0,23419.29,88.70943181818183,264,7,78,487,0.0143737166324435,69.57142857142857,23419.29,78,3877.057090617716
12410.0,1013.71,25.34275,40,3,308,194,0.0154639175257731,64.66666666666667,1013.71,308,47.8879237012987
12411.0,346.9,15.768181818181818,22,1,409,1,1.0,1.0,346.9,409,0.03855301178039564
12412.0,2596.93,20.448267716535437,127,6,74,465,0.0129032258064516,77.5,2596.93,74,770.9549585018091
12413.0,999.45,19.59705882352941,51,4,66,336,0.0119047619047619,84.0,999.45,66,399.0673796791443
12414.0,952.41,34.01464285714285,28,6,216,247,0.0242914979757085,41.16666666666666,952.41,216,233.378244047619
12415.0,144458.37,156.00255939524837,926,28,23,504,0.0555555555555555,18.0,144458.37,23,95717.74426894543
12416.0,202.56,18.41454545454545,11,1,656,1,1.0,1.0,202.56,656,0.02807095343680709
12417.0,6816.91,18.42408108108108,370,20,2,731,0.027359781121751,36.55,6816.91,2,134680.0327027027
12418.0,2021.2,19.815686274509805,102,4,112,518,0.0077220077220077,129.5,2021.2,112,366.5901960784314
12419.0,503.01,20.1204,25,2,385,28,0.0714285714285714,14.0,503.01,385,2.926603636363636
12420.0,600.39,20.70310344827586,29,1,63,1,1.0,1.0,600.39,63,0.3286206896551724
12421.0,1098.6,16.90153846153846,65,6,15,490,0.0122448979591836,81.66666666666667,1098.6,15,3312.701538461538
12422.0,5231.8,30.41744186046512,172,17,95,626,0.0271565495207667,36.8235294117647,5231.8,95,3407.3938555691557
12423.0,2622.39,15.893272727272729,165,10,0,466,0.0214592274678111,46.6,2622.39,1,74062.65090909091
12424.0,3340.03,36.30467391304348,92,4,162,386,0.0103626943005181,96.5,3340.03,162,346.0149168008588
12425.0,1741.41,19.136373626373626,91,2,77,371,0.0053908355795148,185.5,1741.41,77,184.40505494505496
12426.0,1345.21,17.470259740259742,77,2,194,469,0.0042643923240938,234.5,1345.21,194,84.46960637300843
12427.0,1129.3,27.54390243902439,41,3,21,350,0.0085714285714285,116.66666666666669,1129.3,21,1377.1951219512196
12428.0,7956.46,27.062789115646257,294,9,25,258,0.0348837209302325,28.666666666666668,7956.46,25,2513.5918530612244
12429.0,7485.91,43.27115606936416,173,8,8,538,0.0148698884758364,67.25,7485.91,8,23279.88196531792
12430.0,256.4,23.30909090909091,11,1,42,1,1.0,1.0,256.4,42,0.5549783549783549
12431.0,10857.97,26.8098024691358,405,27,35,659,0.0409711684370258,24.40740740740741,10857.97,35,13629.33758095238
12432.0,5059.32,46.84555555555556,108,5,42,130,0.0384615384615384,26.0,5059.32,42,724.9907407407409
12433.0,20581.26,29.151926345609063,706,10,0,477,0.020964360587002,47.7,20581.26,1,139054.68866855523
12434.0,1103.43,15.763285714285717,70,3,84,297,0.0101010101010101,99.0,1103.43,84,167.2034234693878
12435.0,13925.93,124.33866071428572,112,6,79,658,0.0091185410334346,109.66666666666669,13925.93,79,6213.785221518988
12436.0,509.01,31.813125,16,1,99,1,1.0,1.0,509.01,99,0.321344696969697
12437.0,12683.4,22.52824156305506,563,39,1,736,0.0529891304347826,18.871794871794872,12683.4,1,646650.6458259325
12438.0,2906.85,29.66173469387755,98,2,13,126,0.0158730158730158,63.0,2906.85,13,574.9813186813186
12439.0,1158.18,16.085833333333333,72,2,682,44,0.0454545454545454,22.0,1158.18,682,2.0755913978494624
12440.0,859.2,26.85,32,2,461,256,0.0078125,128.0,859.2,461,29.820390455531456
12441.0,347.1,15.77727272727273,22,1,366,1,1.0,1.0,347.1,366,0.043107302533532045
12442.0,172.06,14.338333333333331,12,1,2,1,1.0,1.0,172.06,2,7.169166666666666
12443.0,485.31,23.11,21,1,731,1,1.0,1.0,485.31,731,0.03161422708618331
12444.0,5005.46,28.44011363636364,176,5,20,150,0.0333333333333333,30.0,5005.46,20,1066.5042613636365
12445.0,434.98,18.124166666666667,24,2,21,399,0.0050125313283208,199.5,434.98,21,688.7183333333334
12446.0,1002.31,17.584385964912283,57,1,57,1,1.0,1.0,1002.31,57,0.308497999384426
12447.0,476.49,18.326538461538465,26,1,242,1,1.0,1.0,476.49,242,0.07572949777495235
12448.0,449.45,20.42954545454545,22,1,43,1,1.0,1.0,449.45,43,0.47510570824524306
12449.0,4835.89,24.05915422885572,201,6,21,417,0.014388489208633,69.5,4835.89,21,2866.476375266525
12450.0,688.2,18.6,37,5,155,319,0.0156739811912225,63.8,688.2,155,191.4
12451.0,12669.88,24.794285714285717,511,8,10,519,0.0154142581888246,64.875,12669.88,10,10294.587428571429
12452.0,430.57,19.571363636363635,22,2,16,1,2.0,0.5,430.57,16,2.4464204545454544
12453.0,707.09,16.443953488372095,43,1,133,1,1.0,1.0,707.09,133,0.12363874803287289
12454.0,16679.78,416.9945,40,5,55,365,0.0136986301369863,73.0,16679.78,55,13836.635681818181
12455.0,5879.95,25.902863436123347,227,10,72,649,0.0154083204930662,64.9,5879.95,72,2334.855329172785
12456.0,3181.04,25.44832,125,3,43,211,0.0142180094786729,70.33333333333333,3181.04,43,374.62294325581394
12457.0,2995.91,35.66559523809524,84,8,65,369,0.021680216802168,46.125,2995.91,65,1619.7667252747256
12458.0,1777.49,21.16059523809524,84,4,70,417,0.0095923261390887,104.25,1777.49,70,504.2267551020409
12459.0,454.36,19.754782608695653,23,1,604,1,1.0,1.0,454.36,604,0.03270659372300605
12460.0,326.65,18.147222222222226,18,1,455,1,1.0,1.0,326.65,455,0.03988400488400489
12461.0,826.88,23.62514285714286,35,2,93,61,0.0327868852459016,30.5,826.88,93,30.992122887864824
12462.0,1189.59,19.186935483870965,62,2,18,285,0.0070175438596491,142.5,1189.59,18,607.5862903225806
12463.0,1344.78,16.202168674698793,83,4,52,189,0.0211640211640211,47.25,1344.78,52,235.55460611677475
12464.0,1212.05,41.79482758620689,29,8,9,300,0.0266666666666666,37.5,1212.05,9,11145.287356321838
12465.0,742.1899999999999,15.79127659574468,47,2,16,153,0.0130718954248366,76.5,742.1899999999999,16,302.008164893617
12466.0,56.73,56.73,1,1,681,1,1.0,1.0,56.73,681,0.08330396475770924
12467.0,132.8,14.755555555555556,9,1,422,1,1.0,1.0,132.8,422,0.03496577145866246
12468.0,3670.74,24.4716,150,5,187,496,0.0100806451612903,99.2,3670.74,187,324.5431443850267
12469.0,3070.54,40.40184210526316,76,2,522,15,0.1333333333333333,7.5,3070.54,522,2.3219449485783423
12470.0,211.95,9.215217391304348,23,1,689,1,1.0,1.0,211.95,689,0.01337477125007888
12471.0,39963.79,35.148452066842566,1137,79,1,731,0.1080711354309165,9.253164556962023,39963.79,1,2029787.9584080912
12472.0,17880.59,19.62743139407245,911,19,31,694,0.0273775216138328,36.526315789473685,17880.59,31,8348.622914910944
12473.0,3938.55,23.44375,168,5,28,163,0.0306748466257668,32.6,3938.55,28,682.3805803571428
12474.0,12424.45,17.499225352112678,710,31,16,650,0.0476923076923076,20.967741935483872,12424.45,16,22038.0869278169
12475.0,1149.64,18.846557377049184,61,2,53,357,0.0056022408963585,178.5,1149.64,53,253.89513145685126
12476.0,14115.41,27.35544573643411,516,23,15,487,0.0472279260780287,21.17391304347826,14115.41,15,20427.223179586566
12477.0,20276.37,35.95101063829787,564,9,22,601,0.0149750415973377,66.77777777777777,20276.37,22,8839.04620647969
12478.0,680.99,18.91638888888889,36,1,3,1,1.0,1.0,680.99,3,6.305462962962963
12479.0,527.2,17.006451612903227,31,1,10,1,1.0,1.0,527.2,10,1.7006451612903228
12480.0,5464.85,22.58202479338843,242,7,27,480,0.0145833333333333,68.57142857142857,5464.85,27,2810.207529843894
12481.0,12361.39,31.61480818414322,391,15,22,585,0.0256410256410256,39.0,12361.39,22,12609.997355266216
12482.0,23691.4,116.1343137254902,204,29,575,78,0.3717948717948718,2.689655172413793,23691.4,575,456.8622915601024
12483.0,5120.58,36.83870503597122,139,19,16,661,0.0287443267776096,34.78947368421053,5120.58,16,28916.081034172665
12484.0,6370.15,13.410842105263155,475,12,32,649,0.0184899845916795,54.083333333333336,6370.15,32,3263.86369736842
12485.0,708.1,20.826470588235296,34,1,528,1,1.0,1.0,708.1,528,0.03944407308377897
12486.0,1037.28,21.16897959183673,49,1,431,1,1.0,1.0,1037.28,431,0.04911596193001561
12487.0,285.29999999999995,142.64999999999998,2,1,730,1,1.0,1.0,285.29999999999995,730,0.19541095890410956
12488.0,1298.66,23.612,55,3,9,66,0.0454545454545454,22.0,1298.66,9,519.4639999999999
12489.0,334.93,22.328666666666667,15,1,335,1,1.0,1.0,334.93,335,0.06665273631840796
12490.0,9823.64,21.26329004329004,462,21,4,734,0.0286103542234332,34.95238095238095,9823.64,4,81938.08818181818
12491.0,460.4,17.70769230769231,26,1,38,1,1.0,1.0,460.4,38,0.4659919028340081
12492.0,715.21,17.028809523809525,42,3,62,341,0.0087976539589442,113.66666666666669,715.21,62,280.97535714285715
12493.0,433.74,19.715454545454545,22,2,165,32,0.0625,16.0,433.74,165,7.6472066115702475
12494.0,1872.87,16.872702702702703,111,9,15,561,0.0160427807486631,62.333333333333336,1872.87,15,5679.351729729729
12495.0,357.4,21.023529411764702,17,1,640,1,1.0,1.0,357.4,640,0.03284926470588235
12496.0,54.09,4.160769230769231,13,2,619,1,2.0,0.5,54.09,619,0.01344351932397167
12497.0,6248.5,109.62280701754386,57,3,81,564,0.0053191489361702,188.0,6248.5,81,2289.8986354775825
12498.0,403.7000000000001,17.55217391304348,23,3,20,37,0.081081081081081,12.333333333333334,403.7000000000001,20,97.41456521739131
12499.0,393.72,14.582222222222224,27,1,559,1,1.0,1.0,393.72,559,0.0260862651560326
12500.0,5955.21,40.7891095890411,146,19,22,651,0.0291858678955453,34.26315789473684,5955.21,22,22932.749841220422
12501.0,2169.39,14.5596644295302,149,1,336,1,1.0,1.0,2169.39,336,0.04333233461169702
12502.0,3723.87,25.332448979591835,147,5,95,215,0.0232558139534883,43.0,3723.87,95,286.6566595059076
12503.0,1126.0,563.0,2,1,583,1,1.0,1.0,1126.0,583,0.9656946826758147
12504.0,779.05,38.9525,20,4,17,579,0.006908462867012,144.75,779.05,17,5306.705294117648
12505.0,955.2,22.742857142857144,42,1,408,1,1.0,1.0,955.2,408,0.05574229691876751
12506.0,73.5,3.1956521739130435,23,1,232,1,1.0,1.0,73.5,232,0.013774362818590704
12507.0,1844.06,37.6338775510204,49,4,133,451,0.0088691796008869,112.75,1844.06,133,510.46251956421656
12508.0,398.27,5.772028985507246,69,2,25,3,0.6666666666666666,1.5,398.27,25,1.385286956521739
12509.0,176.5,25.214285714285715,7,1,283,1,1.0,1.0,176.5,283,0.08909641595153962
12510.0,5178.02,35.71048275862069,145,9,142,593,0.0151770657672849,65.88888888888889,5178.02,142,1342.1608907236523
12511.0,3084.02,16.231684210526314,190,1,428,1,1.0,1.0,3084.02,428,0.037924495818986714
12512.0,138.03,4.059705882352941,34,2,65,1,2.0,0.5,138.03,65,0.12491402714932127
12513.0,612.29,17.494,35,1,112,1,1.0,1.0,612.29,112,0.15619642857142857
12514.0,1597.76,19.02095238095238,84,2,266,375,0.0053333333333333,187.5,1597.76,266,53.63050483351235
12515.0,383.7,23.98125,16,1,352,1,1.0,1.0,383.7,352,0.06812855113636364
12516.0,2648.62,35.792162162162164,74,4,77,522,0.0076628352490421,130.5,2648.62,77,970.5718778518778
12517.0,2502.84,8.812816901408452,284,5,27,162,0.0308641975308641,32.4,2502.84,27,264.3845070422536
12518.0,2056.89,16.58782258064516,124,5,0,110,0.0454545454545454,22.0,2056.89,1,9123.302419354839
12519.0,726.54,18.1635,40,2,63,414,0.0048309178743961,207.0,726.54,63,238.7202857142857
12520.0,2634.26,17.330657894736845,152,5,78,195,0.0256410256410256,39.0,2634.26,78,216.63322368421058
12521.0,599.68,15.781052631578946,38,1,142,1,1.0,1.0,599.68,142,0.11113417346182357
12522.0,192.72,16.06,12,2,38,13,0.1538461538461538,6.5,192.72,38,10.988421052631578
12523.0,4372.15,17.488599999999998,250,23,18,713,0.032258064516129,31.0,4372.15,18,15933.086188888889
12524.0,11126.11,46.35879166666667,240,17,8,661,0.0257186081694402,38.88235294117647,11126.11,8,65116.71774479167
12525.0,973.73,16.228833333333334,60,3,497,150,0.02,50.0,973.73,497,14.694114688128773
12526.0,1316.66,18.54450704225352,71,3,0,94,0.0319148936170212,31.33333333333333,1316.66,1,5229.550985915493
12527.0,735.51,22.9846875,32,5,81,448,0.0111607142857142,89.6,735.51,81,635.6259259259259
12528.0,1933.48,21.01608695652174,92,6,8,304,0.0197368421052631,50.66666666666666,1933.48,8,4791.667826086957
12529.0,316.48,15.07047619047619,21,1,527,1,1.0,1.0,316.48,527,0.02859672901418632
12530.0,3759.26,23.792784810126584,158,9,59,583,0.0154373927958833,64.77777777777777,3759.26,59,2115.9447779446473
12531.0,1933.2,15.222047244094489,127,2,14,672,0.0029761904761904,336.0,1933.2,14,1461.3165354330708
12532.0,349.83000000000004,21.864375000000003,16,1,29,1,1.0,1.0,349.83000000000004,29,0.7539439655172414
12533.0,1367.89,18.998472222222222,72,2,627,111,0.018018018018018,55.5,1367.89,627,6.726731791600213
12534.0,1089.18,17.28857142857143,63,1,130,1,1.0,1.0,1089.18,130,0.132989010989011
12535.0,716.35,21.069117647058825,34,2,91,95,0.0210526315789473,47.5,716.35,91,43.99046541693601
12536.0,12601.830000000002,48.2828735632184,261,3,42,16,0.1875,5.333333333333333,12601.830000000002,42,55.18042692939245
12537.0,732.94,17.04511627906977,43,1,408,1,1.0,1.0,732.94,408,0.04177724578203375
12538.0,640.45,18.83676470588236,34,2,28,350,0.0057142857142857,175.0,640.45,28,470.919117647059
12539.0,11214.75,22.25148809523809,504,7,21,695,0.0100719424460431,99.28571428571428,11214.75,21,5154.928075396824
12540.0,22254.49,28.864448767833984,771,33,19,713,0.0462833099579242,21.60606060606061,22254.49,19,35744.821845177146
12541.0,981.18,18.868846153846157,52,3,29,252,0.0119047619047619,84.0,981.18,29,491.8912997347481
12542.0,481.88,12.355897435897436,39,2,483,157,0.0127388535031847,78.5,481.88,483,8.032612411742846
12543.0,980.25,22.796511627906977,43,1,447,1,1.0,1.0,980.25,447,0.05099890744498205
12544.0,372.7,19.61578947368421,19,1,35,1,1.0,1.0,372.7,35,0.5604511278195489
12545.0,1000.39,20.0078,50,2,74,185,0.0108108108108108,92.5,1000.39,74,100.039
12546.0,1161.5,16.833333333333332,69,2,46,32,0.0625,16.0,1161.5,46,23.42028985507246
12547.0,383.58,18.265714285714285,21,3,197,303,0.0099009900990099,101.0,383.58,197,84.28189992748369
12548.0,95.2,19.04,5,1,165,1,1.0,1.0,95.2,165,0.11539393939393938
12549.0,1575.68,32.15673469387755,49,6,575,122,0.0491803278688524,20.33333333333333,1575.68,575,40.93692138420586
12550.0,964.83,16.92684210526316,57,1,78,1,1.0,1.0,964.83,78,0.21701079622132255
12551.0,168.0,16.8,10,1,357,1,1.0,1.0,168.0,357,0.047058823529411764
12552.0,437.82,21.891,20,2,38,1,2.0,0.5,437.82,38,1.152157894736842
12553.0,4608.75,19.36449579831933,238,12,7,416,0.0288461538461538,34.666666666666664,4608.75,7,13809.6518607443
12554.0,468.5,18.01923076923077,26,1,448,1,1.0,1.0,468.5,448,0.040221497252747256
12555.0,129.23,129.23,1,1,681,1,1.0,1.0,129.23,681,0.18976505139500732
12556.0,603.71,4.989338842975207,121,2,49,101,0.0198019801980198,50.5,603.71,49,20.568294822061056
12557.0,18716.14,322.69206896551725,58,8,15,707,0.0113154172560113,88.375,18716.14,15,121676.4228045977
12558.0,269.96,24.54181818181818,11,1,7,1,1.0,1.0,269.96,7,3.5059740259740253
12559.0,561.71,26.74809523809524,21,2,310,9,0.2222222222222222,4.5,561.71,310,1.553115207373272
12560.0,2134.01,20.323904761904764,105,3,4,138,0.0217391304347826,46.0,2134.01,4,2103.524142857143
12561.0,238.85,14.928125,16,1,302,1,1.0,1.0,238.85,302,0.04943087748344371
12562.0,4966.92,23.99478260869565,207,9,7,428,0.0210280373831775,47.55555555555556,4966.92,7,13203.986086956522
12563.0,249.24,19.17230769230769,13,1,408,1,1.0,1.0,249.24,408,0.04699095022624434
12564.0,456.9,21.757142857142856,21,1,260,1,1.0,1.0,456.9,260,0.08368131868131869
12565.0,145.92,16.21333333333333,9,1,288,1,1.0,1.0,145.92,288,0.05629629629629629
12566.0,351.65,18.507894736842104,19,1,85,1,1.0,1.0,351.65,85,0.21773993808049533
12567.0,13709.86,21.455179968701096,639,15,22,645,0.0232558139534883,43.0,13709.86,22,9435.403008962869
12568.0,70.0,14.0,5,1,644,1,1.0,1.0,70.0,644,0.021739130434782608
12569.0,4124.69,21.939840425531912,188,32,1,251,0.1274900398406374,7.84375,4124.69,1,176220.79829787233
12570.0,77.52,77.52,1,1,681,1,1.0,1.0,77.52,681,0.11383259911894272
12571.0,519.61,15.28264705882353,34,2,39,82,0.024390243902439,41.0,519.61,39,64.26549019607843
12572.0,1020.42,17.006999999999998,60,2,8,44,0.0454545454545454,22.0,1020.42,8,187.07699999999997
12573.0,717.41,6.028655462184874,119,5,226,238,0.0210084033613445,47.6,717.41,226,31.743805309734515
12574.0,218.45,19.85909090909091,11,1,315,1,1.0,1.0,218.45,315,0.06304473304473304
12575.0,622.8199999999999,16.389999999999997,38,2,456,70,0.0285714285714285,35.0,622.8199999999999,456,5.032017543859649
12576.0,2142.72,15.08957746478873,142,8,35,491,0.0162932790224032,61.375,2142.72,35,1693.4817223340037
12577.0,1653.75,5.475993377483444,302,8,34,701,0.0114122681883024,87.625,1653.75,34,903.2167900272693
12578.0,4642.45,26.99098837209302,172,4,20,423,0.0094562647754137,105.75,4642.45,20,2283.4376162790695
12579.0,440.42,15.18689655172414,29,1,77,1,1.0,1.0,440.42,77,0.19723242274966415
12580.0,1052.9,18.153448275862072,58,2,246,330,0.006060606060606,165.0,1052.9,246,48.704373423044586
12581.0,197.71,13.180666666666667,15,1,39,1,1.0,1.0,197.71,39,0.337965811965812
12582.0,1980.4,19.22718446601942,103,4,238,339,0.0117994100294985,84.75,1980.4,238,109.54647956269888
12583.0,14447.44,31.003090128755368,466,27,2,731,0.0369357045143638,27.074074074074076,14447.44,2,305953.9949356223
12584.0,2338.15,24.355729166666663,96,9,3,277,0.0324909747292418,30.77777777777778,2338.15,3,20239.610937499994
12585.0,2040.1,23.44942528735632,87,2,233,118,0.0169491525423728,59.0,2040.1,233,23.751349218094813
12586.0,2062.67,21.943297872340427,94,4,16,707,0.0056577086280056,176.75,2062.67,16,3878.4778989361703
12587.0,144.0,36.0,4,1,7,1,1.0,1.0,144.0,7,5.142857142857142
12588.0,958.78,20.84304347826087,46,4,38,559,0.0071556350626118,139.75,958.78,38,1226.4485583524029
12589.0,4695.66,26.087,180,8,28,661,0.0121028744326777,82.625,4695.66,28,4926.716285714286
12590.0,9864.26,145.06264705882353,68,2,210,1,2.0,0.5,9864.26,210,1.3815490196078433
12591.0,1352.15,19.596376811594205,69,3,316,92,0.0326086956521739,30.666666666666668,1352.15,316,17.115822784810128
12592.0,2582.66,31.88469135802469,81,5,91,428,0.0116822429906542,85.6,2582.66,91,749.8158187491521
12593.0,418.1,19.909523809523808,21,3,108,111,0.027027027027027,37.0,418.1,108,61.387698412698406
12594.0,5090.110000000001,25.57844221105528,199,15,37,609,0.0246305418719211,40.6,5090.110000000001,37,6315.109989134864
12595.0,299.02,15.737894736842104,19,1,504,1,1.0,1.0,299.02,504,0.03122598162071846
12596.0,618.27,22.898888888888887,27,2,50,191,0.0104712041884816,95.5,618.27,50,174.94751111111108
12597.0,3811.22,18.50106796116505,206,4,18,249,0.0160642570281124,62.25,3811.22,18,1023.7257605177994
12598.0,4534.09,22.01014563106796,206,11,9,640,0.0171875,58.18181818181818,4534.09,9,17216.825026968716
12599.0,2296.72,17.268571428571427,133,13,28,549,0.02367941712204,42.23076923076923,2296.72,28,4401.635510204082
12600.0,5043.92,38.21151515151515,132,21,28,704,0.0298295454545454,33.523809523809526,5043.92,28,20175.679999999997
12601.0,681.26,20.03705882352941,34,6,189,215,0.027906976744186,35.833333333333336,681.26,189,136.7608776844071
12602.0,153.12,12.76,12,1,58,1,1.0,1.0,153.12,58,0.22
12603.0,739.1999999999999,369.6,2,1,21,1,1.0,1.0,739.1999999999999,21,17.6
12604.0,254.18,15.88625,16,2,78,183,0.0109289617486338,91.5,254.18,78,74.54317307692308
12605.0,1232.95,16.223026315789475,76,4,375,82,0.048780487804878,20.5,1232.95,375,14.189740350877194
12606.0,21.0,21.0,1,1,681,1,1.0,1.0,21.0,681,0.03083700440528634
12607.0,1579.51,15.63871287128713,101,1,59,1,1.0,1.0,1579.51,59,0.26506293002181575
12608.0,415.79,25.986875,16,1,404,1,1.0,1.0,415.79,404,0.06432394801980199
12609.0,3435.86,19.633485714285715,175,9,77,642,0.014018691588785,71.33333333333333,3435.86,77,1473.2763695732838
12610.0,2099.54,19.80698113207547,106,5,22,104,0.048076923076923,20.8,2099.54,22,468.1650085763293
